"","D3YXH0","E9PUL5","Q9DCJ9","Q91Z25","Q9WV54","P07309","A0A0A6YVP0","Q9JM63","Q8VED5","P97449","E9PWQ3","P17047","Q9EPB4","Q60847","Q922I7","Q99LB4","E9Q616","P01027","G3X8T9","Q05144","Q99L04","P23953","E9Q0H6","P16045","F6WR04","F6TQW2","P98086","Q91X72","P08905","P11438","P43275","P27005","P49935","Q8BTM8","Q9WUU7","P29699","Q61704","O89017","P16110","P07356","P31725","Q99P91","P10107","Q9JKF1","P28665","Q9Z1Q5","P19324","P50543","P97429","Q9Z1T1"
"F6WR04",-0.999492400009954,-0.997954583866766,0.968747129670912,0.983625070199171,0.983384153560877,0.991256575237949,0.978480107140587,0.98033580427973,0.957921976403276,0.975383663908807,0.983476662104549,0.933869445624676,0.974004849428059,0.990328686502102,0.978820661864519,0.983122104011773,0.992793330967791,0.985396332183446,0.982764859535586,0.99450775320613,0.995127931090879,0.997255815076347,0.998617349031655,0.999579022754005,1,0.999442152603074,0.999375940071242,0.999407687711551,0.999370765467961,0.995120653186314,0.99854167317822,0.998576714242102,0.998561478964423,0.995273405489707,0.997146246175178,0.984651804606774,0.99358559758943,0.99675480419889,0.998072563852806,0.998391306200599,0.998163697963672,0.997602579366081,0.996978044543573,0.996665087582311,0.996850411954227,0.994137601490306,0.998284319494443,0.99676688695136,0.992785212126672,0.996444483942795
"F6TQW2",-0.999778002713469,-0.999385922419154,0.971811667688271,0.98652137738348,0.987637010058138,0.994651562879503,0.979037267027638,0.981102024961648,0.94994776706115,0.97366902437502,0.982197191721908,0.933059339296505,0.976396238296254,0.99078039193756,0.980699397696452,0.985172087921172,0.99352985359081,0.986290930220425,0.98508662338691,0.993880590877836,0.996158649429694,0.998263164774842,0.997615930104513,0.999116278392039,0.999442152603074,1,0.999922172571307,0.999497025035202,0.999449379641424,0.997084268833023,0.998335846986788,0.999110886724735,0.998550053548386,0.995786470703984,0.998181494945922,0.988840664388661,0.99587030755477,0.997977761465996,0.999164750031533,0.999390380353153,0.999372941162439,0.999085918471393,0.998575209519918,0.998626968503865,0.998842162344395,0.996855087192324,0.999372704613654,0.998327183986803,0.994501839092567,0.99650134883191
"P98086",-0.999648352180013,-0.999013520874258,0.972609972227142,0.986493485399844,0.987506230134748,0.994937646891227,0.978892875909924,0.981640041736127,0.949732854463467,0.971431269533443,0.981141227919895,0.928801595244798,0.974602984423803,0.989842095134095,0.981169150192692,0.985069914754321,0.992870339828477,0.984622131514324,0.983753940255454,0.992549073714529,0.995198906548186,0.997786995377663,0.997582125472714,0.999256602073633,0.999375940071242,0.999922172571307,1,0.999650882175221,0.999710893758957,0.996751051386316,0.997980686923195,0.99911628481401,0.998424683980772,0.995268837027822,0.997642360546083,0.989086807431345,0.995701324096991,0.997875319069777,0.999336535199087,0.999370223659852,0.999354861237255,0.998967726958136,0.998359081911359,0.998476994136356,0.998505495697002,0.996336980787637,0.999610112148467,0.998772559807733,0.995458045340783,0.997047159218559
"Q91X72",-0.999462047211923,-0.998031953470869,0.9670385549692,0.983765906925051,0.983591550287142,0.992654995754779,0.976838363925049,0.979532976302487,0.949091200398847,0.968158458596215,0.977970624017762,0.929654994303596,0.976081023296377,0.990753309420541,0.982486177794337,0.9851929327421,0.992150249043489,0.983569376811096,0.98287830232247,0.992224512093127,0.994899026090398,0.997873262252335,0.99750105223007,0.999025011741007,0.999407687711551,0.999497025035202,0.999650882175221,1,0.999913355859106,0.994346858209443,0.996785872973203,0.997828895189702,0.997098951022739,0.992938465211858,0.996077681347321,0.98806266188627,0.995721156531826,0.996892343712211,0.998430489537175,0.998664223239321,0.998894349090833,0.998256304113988,0.998277779547882,0.997963466386102,0.997214945793994,0.994815706648479,0.998936052617328,0.998344793726536,0.995045209333175,0.99833022656363
"P08905",-0.999383459657259,-0.997795285966642,0.969646447819197,0.984841380115869,0.984573208355485,0.993331063898611,0.97668121517427,0.980057377232684,0.950205959436536,0.967875100332007,0.97883753610609,0.925626109533316,0.973320998204408,0.98906737258947,0.98259109496485,0.985245039512859,0.992081832255503,0.982723604331114,0.982089582799731,0.991322734473485,0.994085255044109,0.997283977904773,0.997427600877345,0.999192822381279,0.999370765467961,0.999449379641424,0.999710893758957,0.999913355859106,1,0.994609615520323,0.997022853704638,0.998224718798321,0.997468304478527,0.993427674897912,0.996137450515792,0.987574123020994,0.994913338536252,0.997170353378448,0.998814775916294,0.998830613342835,0.998908964188869,0.998257859396332,0.997856913637808,0.997725615442299,0.997034129414155,0.994587357974878,0.999116016835623,0.998497175356223,0.995908777831999,0.998338295837991
"P11438",-0.99595889188187,-0.998241410987389,0.982501318991347,0.988456558955943,0.993929882241144,0.996714211657304,0.983153727620938,0.984853190170239,0.947524035393746,0.978589135544961,0.985734064776181,0.928033616169939,0.969541128769601,0.985698630082326,0.971042929966919,0.978990395893479,0.990275150233262,0.984298150133164,0.982459112609397,0.990615186320188,0.992764085389709,0.99381573234011,0.994177099220468,0.995704089938151,0.995120653186314,0.997084268833023,0.996751051386316,0.994346858209443,0.994609615520323,1,0.997217985846844,0.998484328121394,0.998058848394233,0.997759366964609,0.99815975246946,0.98925672637369,0.99273373903882,0.995905237712624,0.997206823297848,0.996869558074264,0.996270060918254,0.996675659849405,0.994691224541602,0.995924609419821,0.998639424045064,0.996968239402626,0.997334286461595,0.995727083452109,0.990737876748465,0.988252806940243
"P43275",-0.998443425886131,-0.997725010647732,0.976639433125454,0.988513137976332,0.988681313141365,0.992646335022343,0.976979580101549,0.978672019125592,0.960388386413272,0.983583377363878,0.991287569823084,0.934925997280194,0.969365124196645,0.985711768976714,0.976279217593073,0.983298670259779,0.99476474519681,0.988901832425563,0.985289075182706,0.995436022843082,0.995097382398281,0.995790595919686,0.996622311518512,0.998041886790968,0.99854167317822,0.998335846986788,0.997980686923195,0.996785872973203,0.997022853704638,0.997217985846844,1,0.999147078481335,0.999501157855627,0.999002316254119,0.999102357627141,0.980810087798713,0.989807191565911,0.997606200729392,0.997940622650666,0.99818423748302,0.997284782967834,0.997265036450488,0.995153098492378,0.995485614172132,0.996874042726734,0.995138221616172,0.996788703981753,0.994213408978194,0.991146854716597,0.992304669292438
"P27005",-0.998597607744111,-0.998452699240188,0.980057320629005,0.988427801638956,0.99050508226968,0.99562189458529,0.980942651329376,0.983929282115162,0.955944394124973,0.97700520865342,0.986719719502164,0.925019917902478,0.968037226947207,0.986125996837855,0.976451405513086,0.982246673609938,0.992380432116044,0.984241346692092,0.982078862679072,0.992005777780358,0.993472714296726,0.995523455668542,0.997300260771426,0.998944568388587,0.998576714242102,0.999110886724735,0.99911628481401,0.997828895189702,0.998224718798321,0.998484328121394,0.999147078481335,1,0.999750672972192,0.997982189335962,0.998477837716466,0.986594531326523,0.992592579178672,0.997668687112077,0.999155278136676,0.998809842142525,0.998158657059119,0.9979990522207,0.99604649223622,0.996729015755264,0.998104750260475,0.995779516120895,0.998963570509163,0.997363701893679,0.99420332590337,0.993679156029743
"P49935",-0.998059642464904,-0.997760271266434,0.979162536382358,0.986519977694226,0.988629361555663,0.993540453484531,0.982138423056236,0.984408895965116,0.96166105221659,0.980517256796562,0.988771441848198,0.927726408117509,0.966769745178695,0.986143990745043,0.973047082574074,0.979641282882903,0.991668483145591,0.984256402089923,0.980727833768766,0.992928996990592,0.992947761751888,0.994582811682383,0.997869103345303,0.998933764387664,0.998561478964423,0.998550053548386,0.998424683980772,0.997098951022739,0.997468304478527,0.998058848394233,0.999501157855627,0.999750672972192,1,0.998381933716224,0.998224256894,0.984139081548459,0.991033821855199,0.996597041199805,0.998125680047735,0.997863613817092,0.996989140340706,0.996795980606412,0.994645710442212,0.995210987691007,0.997155460201167,0.994371979870856,0.998025667489206,0.995904074924464,0.991876220908174,0.992127582472137
"Q8BTM8",-0.995726795586284,-0.996101867932993,0.982657513813275,0.991172587176909,0.992474218269338,0.993291794745868,0.974994242675381,0.97685508454479,0.957717385467694,0.98656086671453,0.994414450254101,0.931663886301195,0.963989744024279,0.980279072728787,0.972646264601585,0.98166802786129,0.994028043954262,0.98898880535969,0.985216320274824,0.993356627158111,0.993007833205997,0.992815872034769,0.992989038102428,0.994934270613171,0.995273405489707,0.995786470703984,0.995268837027822,0.992938465211858,0.993427674897912,0.997759366964609,0.999002316254119,0.997982189335962,0.998381933716224,1,0.998856139206109,0.978082213082933,0.985974848653754,0.996623637272274,0.996392585138704,0.996421408166503,0.995079664005485,0.995537363265135,0.992282205440866,0.993305947862998,0.995706145148583,0.994794893522407,0.994364897845721,0.991255281600845,0.988897478591084,0.987252266565444
"Q9WUU7",-0.998314422796481,-0.99879216734449,0.976707397751739,0.991774593497914,0.992501289723183,0.995150646737343,0.974042377422015,0.975357108247176,0.948585699662149,0.982321873085195,0.989735899921838,0.93913194511827,0.974436071962552,0.986171458590618,0.97973491418217,0.987125864922022,0.996641456674822,0.99216103253496,0.990255726249058,0.99571628462296,0.997191424392855,0.997264280403804,0.994013075328894,0.996170060602,0.997146246175178,0.998181494945922,0.997642360546083,0.996077681347321,0.996137450515792,0.99815975246946,0.999102357627141,0.998477837716466,0.998224256894,0.998856139206109,1,0.983596992256763,0.991619378307132,0.998754263827758,0.99822711013567,0.998749296499147,0.99818526145719,0.998586019717412,0.996880379299294,0.997417540830467,0.998449116013613,0.998191465206112,0.996604493279278,0.994396468579596,0.99172897901241,0.991858714844285
"P29699",-0.986221911903414,-0.990596258855953,0.96075142188753,0.969010286840756,0.979770130523075,0.989753458807587,0.983001479109648,0.984685480184805,0.912203462466254,0.944103425505701,0.950973235017204,0.912355577683551,0.974795512124348,0.987939578081645,0.963631392338997,0.966409102624917,0.972267985758143,0.963551693174054,0.966848060027567,0.974123374473131,0.982167004270887,0.986588095750511,0.985482394709254,0.986340579486732,0.984651804606774,0.988840664388661,0.989086807431345,0.98806266188627,0.987574123020994,0.98925672637369,0.980810087798713,0.986594531326523,0.984139081548459,0.978082213082933,0.983596992256763,1,0.996678502766469,0.983144178445749,0.987362845049132,0.986750400985499,0.988273337375495,0.988103623999861,0.990078028781421,0.990857575827269,0.992043937567281,0.988925788734114,0.99194330167355,0.994101847578792,0.984840178302726,0.983848451783984
"Q61704",-0.994734379575317,-0.996734335820398,0.957991269768474,0.975832226914389,0.981138192623648,0.991117111636797,0.980747167944629,0.980885167744909,0.927639648332697,0.959136791053829,0.96413056898393,0.935546719927859,0.98565812099339,0.995561040828343,0.975236755798527,0.978322759259805,0.98482311457753,0.978798075357395,0.980086115488708,0.987821466268388,0.993051519067707,0.995856611988027,0.992792297530973,0.993462969273894,0.99358559758943,0.99587030755477,0.995701324096991,0.995721156531826,0.994913338536252,0.99273373903882,0.989807191565911,0.992592579178672,0.991033821855199,0.985974848653754,0.991619378307132,0.996678502766469,1,0.991206624804053,0.993466169371455,0.994001717068562,0.995318067527112,0.995041033632514,0.997232727654205,0.996953830853502,0.996914189657705,0.994651782094308,0.996316303847735,0.997110699316399,0.989059701457393,0.992577216554995
"O89017",-0.998549699083838,-0.997780254737493,0.976263142572955,0.994594847237321,0.992800391748126,0.996505924244431,0.96679691161441,0.970482166905933,0.940852817948438,0.973555088844629,0.985764245383906,0.929441429745272,0.972408955057664,0.982686918337033,0.987797347395237,0.992654950520315,0.997772655032949,0.990673376167989,0.991148788762268,0.992591416763639,0.996343876405198,0.997599192146163,0.991963335959337,0.995555019992306,0.99675480419889,0.997977761465996,0.997875319069777,0.996892343712211,0.997170353378448,0.995905237712624,0.997606200729392,0.997668687112077,0.996597041199805,0.996623637272274,0.998754263827758,0.983144178445749,0.991206624804053,1,0.999208865776781,0.99955149829185,0.999243461848308,0.999452139900642,0.997801419953844,0.998341607134751,0.997490564325486,0.998024376896911,0.99676036951892,0.995362511499344,0.996140191187369,0.995450877951043
"P16110",-0.999065884367223,-0.99847581680202,0.978345074402553,0.991554788923738,0.991823545706877,0.997284052349702,0.974376997095558,0.978517739419043,0.945680516379502,0.970991169770262,0.983403234507135,0.922719489699326,0.97037446525786,0.984853106841696,0.98408929184476,0.98826583265205,0.994527588877484,0.985577066070814,0.985700012263587,0.990875391095695,0.994542541039317,0.996997493213637,0.995038064977172,0.997897832549731,0.998072563852806,0.999164750031533,0.999336535199087,0.998430489537175,0.998814775916294,0.997206823297848,0.997940622650666,0.999155278136676,0.998125680047735,0.996392585138704,0.99822711013567,0.987362845049132,0.993466169371455,0.999208865776781,1,0.999798346359264,0.999527239035938,0.999405620656612,0.997861691924751,0.998495427567455,0.998287565517153,0.997209038432281,0.999024402383407,0.998099547306769,0.997313926228954,0.996389561119945
"P07356",-0.999550167408628,-0.998931552743584,0.975065299738754,0.991438348218786,0.991048182620758,0.996470044057486,0.972888498764973,0.976137092596063,0.944639382436895,0.972768277400607,0.983829018130008,0.92963377521261,0.974227216223704,0.986598134490406,0.985374395170718,0.989770324343792,0.995998284516046,0.988385744442547,0.988371464204576,0.992989546261024,0.99638261459104,0.998263514989432,0.994952899057624,0.997690886565377,0.998391306200599,0.999390380353153,0.999370223659852,0.998664223239321,0.998830613342835,0.996869558074264,0.99818423748302,0.998809842142525,0.997863613817092,0.996421408166503,0.998749296499147,0.986750400985499,0.994001717068562,0.99955149829185,0.999798346359264,1,0.999859385772252,0.999808771319464,0.998684191353987,0.999044087307802,0.998581746191503,0.997917040456862,0.998631166045303,0.99754627315366,0.996410043343753,0.996701235182109
"P31725",-0.999517977162831,-0.99903561157904,0.972268845811174,0.990405970423701,0.990124387886795,0.996284507778984,0.972490282902742,0.975512339867223,0.940796207745268,0.970263384718643,0.981036336339266,0.931056044889012,0.976957833796898,0.988031855909027,0.986402675261101,0.990238555419304,0.995635457871955,0.988157083591736,0.988756864750989,0.992758967338468,0.996782754968513,0.998823468385501,0.994616604783471,0.997337295483766,0.998163697963672,0.999372941162439,0.999354861237255,0.998894349090833,0.998908964188869,0.996270060918254,0.997284782967834,0.998158657059119,0.996989140340706,0.995079664005485,0.99818526145719,0.988273337375495,0.995318067527112,0.999243461848308,0.999527239035938,0.999859385772252,1,0.999916416771299,0.999359057230721,0.999566451036414,0.998733313635176,0.998162774175362,0.99866231536948,0.997934441947398,0.99644618406231,0.997314933784951
"Q99P91",-0.999247524450268,-0.999142000718806,0.973121827604043,0.991526497552869,0.991439182023914,0.996754298977728,0.971715040135249,0.974522547680437,0.938965440033134,0.97144545530081,0.98189222271439,0.932578361471945,0.977418477442093,0.987537185111459,0.986426977877277,0.990808369071999,0.996215217821861,0.989373371187735,0.990079508864167,0.99304343960955,0.997191072552732,0.998839880813259,0.993770661583632,0.996649387948637,0.997602579366081,0.999085918471393,0.998967726958136,0.998256304113988,0.998257859396332,0.996675659849405,0.997265036450488,0.9979990522207,0.996795980606412,0.995537363265135,0.998586019717412,0.988103623999861,0.995041033632514,0.999452139900642,0.999405620656612,0.999808771319464,0.999916416771299,1,0.999328304503872,0.999650911983418,0.99896092528358,0.998813706730196,0.998266164710513,0.997422810879656,0.996025991113175,0.996435308289819
"P10107",-0.998733472291438,-0.998837360215658,0.964936841808232,0.987321156299022,0.987475057553117,0.994577722260813,0.971425911275123,0.973078725442043,0.933278410399568,0.967576814033018,0.976140705158108,0.938515933484191,0.983634634241395,0.991285128492221,0.986566947768644,0.990081911278997,0.99474603493398,0.988836473055792,0.990096175290473,0.993174911094702,0.997847303150831,0.999583672141411,0.993284930904968,0.995676043704796,0.996978044543573,0.998575209519918,0.998359081911359,0.998277779547882,0.997856913637808,0.994691224541602,0.995153098492378,0.99604649223622,0.994645710442212,0.992282205440866,0.996880379299294,0.990078028781421,0.997232727654205,0.997801419953844,0.997861691924751,0.998684191353987,0.999359057230721,0.999328304503872,1,0.999819675688828,0.998570401871288,0.998331657613067,0.997565928716873,0.997249457596397,0.994286421456266,0.996857324032165
"Q9JKF1",-0.998599977902892,-0.999086267245158,0.969269372269405,0.989298449604543,0.990132538133694,0.996358846930388,0.972195588065299,0.974447946579527,0.932706973315671,0.967774355059445,0.977279907229951,0.934513236750746,0.981232895984309,0.989663761180598,0.986236015306732,0.990110000371159,0.994736111503703,0.9882997327226,0.989822186911036,0.992180932851274,0.997247237108025,0.99907189808685,0.992962629665186,0.995667738846266,0.996665087582311,0.998626968503865,0.998476994136356,0.997963466386102,0.997725615442299,0.995924609419821,0.995485614172132,0.996729015755264,0.995210987691007,0.993305947862998,0.997417540830467,0.990857575827269,0.996953830853502,0.998341607134751,0.998495427567455,0.999044087307802,0.999566451036414,0.999650911983418,0.999819675688828,1,0.999082520304078,0.998966298614923,0.99802622901878,0.997723478747751,0.99526857252299,0.99627747735609
"P28665",-0.998209577347174,-0.999840602194258,0.973885544065555,0.988053639759659,0.991623771095225,0.996688174924235,0.979592596330872,0.98081802541695,0.939909740734484,0.973916082805108,0.980908163564233,0.935930330617929,0.979229982849421,0.990732529295139,0.978835174231089,0.984738832534477,0.992959993362675,0.987450625962034,0.987215054013328,0.993003990347689,0.996540655490754,0.997859989816135,0.994780273239674,0.996531707119556,0.996850411954227,0.998842162344395,0.998505495697002,0.997214945793994,0.997034129414155,0.998639424045064,0.996874042726734,0.998104750260475,0.997155460201167,0.995706145148583,0.998449116013613,0.992043937567281,0.996914189657705,0.997490564325486,0.998287565517153,0.998581746191503,0.998733313635176,0.99896092528358,0.998570401871288,0.999082520304078,1,0.998978934618844,0.998545346819086,0.99769299098394,0.992924207843708,0.993126895539346
"Q9Z1Q5",-0.996793996960016,-0.998612567982895,0.972676792470365,0.991979064454965,0.993837302667551,0.996908088624042,0.970326445657151,0.971705799148913,0.929031845106149,0.972933879240803,0.980895668097659,0.938775747331361,0.980622193722293,0.986998149090663,0.983622189352645,0.989833763417213,0.995532743424254,0.991345229155605,0.992581635901901,0.992595928619906,0.997450250710808,0.997833226452135,0.989880581194799,0.992877383075586,0.994137601490306,0.996855087192324,0.996336980787637,0.994815706648479,0.994587357974878,0.996968239402626,0.995138221616172,0.995779516120895,0.994371979870856,0.994794893522407,0.998191465206112,0.988925788734114,0.994651782094308,0.998024376896911,0.997209038432281,0.997917040456862,0.998162774175362,0.998813706730196,0.998331657613067,0.998966298614923,0.998978934618844,1,0.995890095398248,0.994958302920585,0.992437561512216,0.991761199148191
"P19324",-0.998560606704449,-0.998661730022259,0.975287094712327,0.985478709177548,0.988418122147997,0.996039266353227,0.982028220597693,0.985310129047773,0.947364799985961,0.96814173850336,0.978454230573112,0.92217015974952,0.972251252954832,0.989146717715017,0.978446613492788,0.982220335034543,0.990070277841768,0.980755543697402,0.980390517417397,0.989619962228825,0.993055793666369,0.99627804777509,0.997227948156876,0.998857716827445,0.998284319494443,0.999372704613654,0.999610112148467,0.998936052617328,0.999116016835623,0.997334286461595,0.996788703981753,0.998963570509163,0.998025667489206,0.994364897845721,0.996604493279278,0.99194330167355,0.996316303847735,0.99676036951892,0.999024402383407,0.998631166045303,0.99866231536948,0.998266164710513,0.997565928716873,0.99802622901878,0.998545346819086,0.995890095398248,1,0.999607105161885,0.995721319106862,0.995885538779481
"P50543",-0.997310627830801,-0.997568978969238,0.973046151013875,0.983617953805912,0.98707131289013,0.995910699550845,0.98110404386242,0.985039975829844,0.940375091433554,0.96103074894592,0.97254610301584,0.916751598019305,0.972295046462093,0.988705508600089,0.979063547474934,0.981541115394617,0.987619664127932,0.977136516752314,0.978142255951144,0.986320741869412,0.991264029715512,0.995327662155627,0.995685709688264,0.997566627846958,0.99676688695136,0.998327183986803,0.998772559807733,0.998344793726536,0.998497175356223,0.995727083452109,0.994213408978194,0.997363701893679,0.995904074924464,0.991255281600845,0.994396468579596,0.994101847578792,0.997110699316399,0.995362511499344,0.998099547306769,0.99754627315366,0.997934441947398,0.997422810879656,0.997249457596397,0.997723478747751,0.99769299098394,0.994958302920585,0.999607105161885,1,0.996242769096871,0.996106225976399
"P97429",-0.994551088833254,-0.992722190784032,0.977191134228952,0.990983394596993,0.989297485340675,0.99628056814492,0.963268502893936,0.971391875900351,0.930541801860064,0.952416700299215,0.972354567139374,0.898444164379292,0.960412200757075,0.97489580841759,0.98891629012729,0.989455954478128,0.989756431332667,0.975972049216536,0.979702511075217,0.979907185666923,0.987264663923743,0.991978899397951,0.988140914443305,0.992983538606275,0.992785212126672,0.994501839092567,0.995458045340783,0.995045209333175,0.995908777831999,0.990737876748465,0.991146854716597,0.99420332590337,0.991876220908174,0.988897478591084,0.99172897901241,0.984840178302726,0.989059701457393,0.996140191187369,0.997313926228954,0.996410043343753,0.99644618406231,0.996025991113175,0.994286421456266,0.99526857252299,0.992924207843708,0.992437561512216,0.995721319106862,0.996242769096871,1,0.996482472670097
"Q9Z1T1",-0.997182106366338,-0.99408495243326,0.9606931281666,0.983411808247824,0.979669893716627,0.990228655893909,0.964677732383262,0.969480776109374,0.937831903290848,0.956282179119926,0.970648626224243,0.920463404349539,0.973362469082441,0.985206919643233,0.989640653506536,0.989400884803724,0.991354941979507,0.980566432291026,0.982363975947673,0.987211732035553,0.992119197704072,0.996143585602015,0.992459295744395,0.995446194002902,0.996444483942795,0.99650134883191,0.997047159218559,0.99833022656363,0.998338295837991,0.988252806940243,0.992304669292438,0.993679156029743,0.992127582472137,0.987252266565444,0.991858714844285,0.983848451783984,0.992577216554995,0.995450877951043,0.996389561119945,0.996701235182109,0.997314933784951,0.996435308289819,0.996857324032165,0.99627747735609,0.993126895539346,0.991761199148191,0.995885538779481,0.996106225976399,0.996482472670097,1
